0,188.594,-44.9628
0.003,188.622,-45.0894
0.006,188.661,-45.2212
0.009,188.711,-45.358
0.012,188.771,-45.5
0.015,188.841,-45.6472
0.018,188.922,-45.7996
0.021,189.013,-45.9571
0.024,189.115,-46.1199
0.027,189.227,-46.2878
0.03,189.35,-46.461
0.033,189.482,-46.6394
0.036,189.625,-46.8229
0.039,189.778,-47.0116
0.042,189.941,-47.2055
0.045,190.114,-47.4045
0.048,190.297,-47.6086
0.051,190.489,-47.8178
0.054,190.69,-48.0319
0.057,190.901,-48.251
0.06,191.122,-48.475
0.063,191.351,-48.7038
0.066,191.588,-48.9373
0.069,191.834,-49.1754
0.072,192.089,-49.418
0.075,192.35,-49.6651
0.078,192.62,-49.9163
0.081,192.896,-50.1717
0.084,193.178,-50.4309
0.087,193.467,-50.6938
0.09,193.76,-50.9603
0.093,194.059,-51.2299
0.096,194.361,-51.5025
0.099,194.666,-51.7777
0.102,194.973,-52.0552
0.105,195.281,-52.3346
0.108,195.589,-52.6155
0.111,195.896,-52.8973
0.114,196.201,-53.7507
0.117,196.501,-54.0454
0.12,196.796,-54.339
0.123,197.083,-54.631
0.126,197.361,-54.9205
0.129,197.629,-55.2067
0.132,197.883,-55.4885
0.135,198.122,-55.765
0.138,198.344,-56.0349
0.141,198.547,-56.2971
0.144,198.727,-56.55
0.147,198.884,-56.7923
0.15,210.322,-56.0601
0.153,210.326,-56.0295
0.156,210.34,-56.0025
0.159,210.363,-55.9792
0.162,210.396,-55.9596
0.165,210.438,-56.7459
0.168,210.489,-56.739
0.171,210.548,-56.0046
0.174,210.616,-56.0135
0.177,210.691,-56.0253
0.18,210.774,-56.0399
0.183,210.863,-55.1105
0.186,210.957,-55.1585
0.189,211.057,-55.2089
0.192,211.16,-55.2614
0.195,211.267,-55.316
0.198,211.374,-55.8335
0.201,211.483,-55.8967
0.204,211.59,-55.9613
0.207,211.694,-56.0271
0.21,211.793,-56.0937
0.213,211.886,-56.161
0.216,211.969,-57.2442
0.219,212.041,-56.8091
0.222,212.099,-56.8865
0.225,212.139,-56.963
0.228,212.158,-57.0383
0.231,212.153,-57.0906
0.234,212.121,-56.8226
0.237,212.059,-56.9207
0.24,211.962,-57.0145
0.243,211.828,-57.1033
0.246,211.655,-57.1861
0.249,211.441,-57.2619
0.252,211.185,-57.3298
0.255,210.891,-57.3885
0.258,210.561,-57.4369
0.261,210.202,-57.4738
0.264,209.822,-57.4979
0.267,209.433,-57.5079
0.27,209.048,-57.5023
0.273,208.682,-58.3552
0.276,208.349,-58.3151
0.279,208.062,-58.2557
0.282,207.834,-58.1757
0.285,207.67,-58.1543
0.288,207.573,-58.0148
0.291,207.538,-58.5773
0.294,207.557,-58.4069
0.297,207.616,-58.2135
0.3,197.139,-59.2708
0.303,197.651,-59.5941
0.306,198.187,-59.8843
0.309,198.729,-60.1394
0.312,199.264,-60.6154
0.315,199.776,-60.7988
0.318,200.253,-60.9449
0.321,200.685,-61.0539
0.324,201.063,-61.1264
0.327,201.384,-61.1632
0.33,201.643,-61.6589
0.333,201.84,-61.6278
0.336,201.976,-62.5224
0.339,202.053,-62.4272
0.342,202.073,-62.304
0.345,202.042,-62.155
0.348,201.963,-61.9826
0.351,201.841,-60.1277
0.354,201.679,-59.9353
0.357,201.484,-59.7275
0.36,201.257,-59.5063
0.363,201.004,-59.2731
0.366,200.726,-59.0289
0.369,200.426,-58.7741
0.372,200.105,-58.5084
0.375,199.762,-58.2304
0.378,199.397,-57.9379
0.381,199.008,-57.6278
0.384,198.591,-57.2959
0.387,198.144,-56.9375
0.39,197.661,-56.5472
0.393,197.138,-56.12
0.396,196.573,-54.875
0.399,195.963,-54.2925
0.402,195.309,-53.6664
0.405,194.616,-52.2412
0.408,193.892,-51.5584
0.411,193.155,-50.8615
0.414,192.423,-50.1203
0.417,191.726,-49.486
0.42,191.095,-48.9195
0.423,190.564,-48.4567
0.426,190.171,-48.1339
0.429,189.946,-47.9843
0.432,189.916,-48.0347
0.435,190.097,-48.3021
0.438,190.493,-50.6246
0.441,191.096,-51.3411
0.444,191.886,-52.251
0.447,192.833,-53.3248
0.45,195.571,-51.8179
0.453,194.095,-50.3688
0.456,192.75,-49.0474
0.459,191.608,-47.3247
0.462,190.733,-46.4782
0.465,190.178,-45.9507
0.468,189.973,-46.4305
0.471,190.122,-47.1305
0.474,190.605,-47.5885
0.477,191.375,-48.3348
0.48,192.374,-49.3097
0.483,193.531,-50.4453
0.486,194.778,-51.6734
0.489,196.051,-52.9317
0.492,197.298,-54.1683
0.495,198.476,-55.3429
0.498,199.557,-56.4275
0.501,200.521,-57.4048
0.504,201.359,-57.7996
0.507,202.069,-58.5401
0.51,202.654,-59.1692
0.513,203.123,-59.6954
0.516,203.485,-59.869
0.519,203.755,-58.9677
0.522,203.945,-59.2622
0.525,204.071,-59.5091
0.528,204.146,-59.723
0.531,204.185,-59.9182
0.534,204.201,-60.1073
0.537,204.204,-60.3014
0.54,204.204,-60.509
0.543,204.208,-60.7365
0.546,204.22,-60.9874
0.549,204.242,-61.2626
0.552,204.274,-61.5606
0.555,204.313,-61.8775
0.558,204.356,-62.208
0.561,204.397,-62.545
0.564,204.432,-62.881
0.567,204.454,-63.2078
0.57,204.457,-63.5175
0.573,204.438,-63.8022
0.576,204.394,-64.055
0.579,204.323,-62.4143
0.582,204.224,-62.5941
0.585,204.101,-62.7265
0.588,203.957,-62.9766
0.591,203.797,-62.9935
0.594,203.629,-62.9568
0.597,203.46,-62.8662
0.6,173.888,-63.0619
0.603,174.264,-63.2495
0.606,174.614,-63.4253
0.609,174.93,-63.5862
0.612,175.203,-63.4101
0.615,175.429,-63.5273
0.618,175.606,-63.6237
0.621,175.735,-63.6978
0.624,175.819,-63.7488
0.627,175.866,-63.777
0.63,175.885,-63.7833
0.633,175.885,-63.7697
0.636,175.878,-63.6198
0.639,175.873,-63.5821
0.642,175.88,-63.535
0.645,175.908,-64.6037
0.648,175.961,-64.5629
0.651,176.043,-64.5281
0.654,176.156,-64.505
0.657,176.299,-64.4988
0.66,176.471,-64.5147
0.663,176.669,-64.5576
0.666,176.892,-64.632
0.669,177.135,-64.7416
0.672,177.395,-64.8897
0.675,177.671,-65.0787
0.678,177.959,-65.3098
0.681,178.255,-65.5835
0.684,178.558,-65.8989
0.687,178.861,-66.2539
0.69,179.161,-66.6452
0.693,179.451,-67.0682
0.696,179.725,-67.5176
0.699,179.974,-67.987
0.702,180.192,-68.4696
0.705,180.37,-68.9586
0.708,180.501,-69.4469
0.711,180.577,-69.928
0.714,180.592,-70.3957
0.717,180.542,-70.8446
0.72,180.423,-72.42
0.723,180.235,-74.0795
0.726,179.977,-74.3435
0.729,179.654,-74.7161
0.732,179.268,-74.8478
0.735,178.826,-74.9036
0.738,178.334,-71.3337
0.741,177.798,-71.0189
0.744,177.222,-70.6711
0.747,176.612,-70.2932
0.75,183.387,-74.5052
0.753,183.942,-74.4003
0.756,184.524,-74.6116
0.759,185.121,-74.1257
0.762,185.723,-74.2972
0.765,186.321,-74.4537
0.768,186.907,-74.5981
0.771,187.473,-74.7326
0.774,188.015,-74.8592
0.777,188.53,-74.9792
0.78,189.017,-75.0938
0.783,189.476,-75.2038
0.786,189.907,-75.3099
0.789,190.313,-75.4127
0.792,190.696,-75.5128
0.795,191.06,-75.0737
0.798,191.408,-75.1786
0.801,191.743,-75.2828
0.804,192.068,-75.387
0.807,192.385,-75.492
0.81,192.696,-75.5986
0.813,193.002,-75.7071
0.816,193.303,-75.818
0.819,193.6,-75.9314
0.822,193.891,-77.3916
0.825,194.175,-77.5093
0.828,194.449,-77.6277
0.831,194.712,-77.7459
0.834,194.959,-77.8631
0.837,195.188,-77.9782
0.84,195.395,-78.0902
0.843,195.577,-77.8081
0.846,195.731,-77.9151
0.849,195.852,-78.0154
0.852,195.938,-78.108
0.855,195.985,-78.192
0.858,195.99,-78.2664
0.861,195.95,-78.33
0.864,195.862,-78.3814
0.867,195.724,-78.419
0.87,195.533,-78.4411
0.873,195.29,-78.4458
0.876,194.995,-78.4314
0.879,194.65,-78.396
0.882,194.259,-78.3383
0.885,193.829,-78.2574
0.888,193.368,-77.2604
0.891,192.888,-77.1657
0.894,192.403,-77.0516
0.897,191.928,-76.9214
0.9,172.071,-77.0876
0.903,172.286,-77.278
0.906,172.596,-77.49
0.909,172.992,-78.5031
0.912,173.465,-78.7461
0.915,174,-79.0001
0.918,174.584,-79.2608
0.921,175.198,-79.5244
0.924,175.828,-79.7869
0.927,176.458,-80.0448
0.93,177.076,-80.295
0.933,177.672,-80.535
0.936,178.236,-80.7625
0.939,178.762,-80.976
0.942,179.247,-81.1742
0.945,179.688,-81.3564
0.948,180.084,-81.5222
0.951,180.435,-81.6716
0.954,180.743,-81.8046
0.957,181.008,-81.9217
0.96,181.233,-82.0234
0.963,181.419,-82.1104
0.966,181.57,-82.1834
0.969,181.686,-82.2432
0.972,181.77,-82.2904
0.975,181.823,-82.3257
0.978,181.847,-82.3498
0.981,181.844,-82.3633
0.984,181.815,-82.3667
0.987,181.759,-82.3603
0.99,181.679,-82.3446
0.993,181.574,-82.3198
0.996,181.445,-82.2861
0.999,181.291,-83.0555
1.002,181.114,-82.9795
1.005,180.911,-82.8811
1.008,180.684,-83.1617
1.011,180.431,-83.0288
1.014,180.152,-82.8678
1.017,179.847,-82.6764
1.02,179.514,-82.4526
1.023,179.154,-82.1947
1.026,178.766,-81.9015
1.029,178.351,-81.5724
1.032,177.91,-81.2079
1.035,177.446,-80.8101
1.038,176.962,-80.3825
1.041,176.465,-79.9305
1.044,175.961,-80.9258
1.047,175.461,-80.4701
1.05,200.047,-80.6032
1.053,199.988,-80.7534
1.056,199.943,-80.9137
1.059,199.907,-81.0769
1.062,199.877,-81.236
1.065,199.849,-81.3846
1.068,199.821,-81.5168
1.071,199.791,-81.6275
1.074,199.757,-81.7122
1.077,199.718,-81.7671
1.08,199.672,-82.7646
1.083,199.618,-82.7631
1.086,199.555,-82.7138
1.089,199.48,-82.6151
1.092,199.392,-82.4652
1.095,199.288,-82.2633
1.098,199.165,-82.0087
1.101,199.02,-81.7013
1.104,198.852,-81.3418
1.107,198.656,-80.931
1.11,198.432,-80.4706
1.113,198.176,-79.963
1.116,197.887,-79.411
1.119,197.566,-78.6223
1.122,197.212,-77.9976
1.125,196.825,-77.3403
1.128,196.408,-76.6554
1.131,195.962,-75.9482
1.134,195.491,-76.1147
1.137,194.998,-75.3799
1.14,194.491,-74.6427
1.143,193.975,-73.9117
1.146,193.462,-73.1977
1.149,192.962,-72.5133
1.152,192.491,-71.8736
1.155,192.065,-71.2957
1.158,191.703,-70.7977
1.161,191.424,-70.3982
1.164,191.243,-70.1136
1.167,191.175,-69.957
1.17,191.227,-69.9358
1.173,191.402,-70.0513
1.176,191.693,-70.2975
1.179,192.089,-70.6626
1.182,192.576,-71.1299
1.185,193.133,-70.8693
1.188,193.742,-71.5004
1.191,194.386,-72.1764
1.194,195.05,-72.8819
1.197,195.72,-73.6044
1.2,223.255,-74.1852
1.203,223.823,-74.6979
1.206,224.281,-75.121
1.209,224.615,-75.4384
1.212,224.818,-75.6388
1.215,224.885,-75.7153
1.218,224.818,-75.6656
1.221,224.62,-75.4923
1.224,224.303,-75.2037
1.227,223.881,-74.8147
1.23,223.379,-74.3467
1.233,222.824,-73.8282
1.236,222.254,-73.2933
1.239,221.704,-72.7796
1.242,221.214,-72.3247
1.245,220.817,-71.9617
1.248,220.537,-71.7145
1.251,220.385,-71.5943
1.254,220.359,-71.5974
1.257,220.439,-71.7055
1.26,220.597,-72.7581
1.263,220.794,-72.9792
1.266,220.989,-73.1953
1.269,221.144,-73.3665
1.272,221.223,-73.4579
1.275,221.199,-74.6608
1.278,221.052,-74.5309
1.281,220.771,-74.8457
1.284,220.352,-74.4385
1.287,219.799,-73.8931
1.29,219.123,-73.2194
1.293,218.339,-72.4336
1.296,217.468,-71.5562
1.299,216.534,-70.6121
1.302,215.567,-69.6289
1.305,214.594,-68.6361
1.308,213.645,-67.6632
1.311,212.75,-67.8214
1.314,211.931,-67.0043
1.317,211.211,-66.281
1.32,210.605,-65.6666
1.323,210.12,-65.17
1.326,209.762,-64.7947
1.329,209.527,-64.5391
1.332,209.412,-64.3975
1.335,209.408,-64.3616
1.338,209.504,-64.4216
1.341,209.69,-64.5668
1.344,209.956,-65.3847
1.347,210.293,-65.7334
1.35,191.671,-64.8118
1.353,190.693,-63.8816
1.356,189.741,-62.9567
1.359,188.832,-62.053
1.362,187.984,-61.1889
1.365,187.216,-60.3847
1.368,186.549,-59.6625
1.371,186.004,-59.0455
1.374,185.602,-58.5568
1.377,185.363,-58.2186
1.38,185.305,-58.0508
1.383,185.441,-58.0697
1.386,185.78,-58.2866
1.389,186.325,-58.707
1.392,187.073,-59.3297
1.395,188.015,-60.1464
1.398,189.132,-61.1424
1.401,190.405,-62.297
1.404,191.805,-63.5848
1.407,193.306,-64.9776
1.41,194.875,-66.4453
1.413,196.483,-67.9586
1.416,198.103,-69.4893
1.419,199.708,-71.0122
1.422,201.276,-72.505
1.425,202.79,-73.9494
1.428,204.233,-75.3304
1.431,205.596,-76.6364
1.434,206.869,-77.8588
1.437,208.046,-78.9916
1.44,209.124,-80.0311
1.443,210.101,-78.304
1.446,210.977,-79.1586
1.449,211.751,-79.9182
1.452,212.425,-80.5843
1.455,213.002,-81.1589
1.458,213.483,-81.6446
1.461,213.871,-82.0446
1.464,214.17,-82.3621
1.467,214.383,-82.1751
1.47,214.513,-82.3431
1.473,214.563,-82.4396
1.476,214.537,-82.468
1.479,214.437,-82.432
1.482,214.268,-82.335
1.485,214.031,-82.1805
1.488,213.731,-81.9716
1.491,213.37,-81.7116
1.494,212.951,-79.8573
1.497,212.479,-81.2782
1.5,221.498,-81.2722
1.503,221.52,-81.2586
1.506,221.525,-81.2373
1.509,221.516,-81.2084
1.512,221.494,-81.172
1.515,221.462,-81.1284
1.518,221.421,-81.0777
1.521,221.373,-81.0201
1.524,221.318,-80.9555
1.527,221.257,-82.4084
1.53,221.189,-82.317
1.533,221.114,-82.2077
1.536,221.031,-82.5317
1.539,220.936,-82.388
1.542,220.827,-82.2207
1.545,220.7,-82.0268
1.548,220.55,-81.1862
1.551,220.373,-80.9463
1.554,220.164,-80.6675
1.557,219.916,-80.3455
1.56,219.626,-79.9764
1.563,219.288,-79.5567
1.566,218.9,-79.0169
1.569,218.461,-78.5168
1.572,217.973,-77.9654
1.575,217.439,-77.3681
1.578,216.868,-76.7338
1.581,216.274,-76.0756
1.584,215.673,-75.4111
1.587,215.085,-74.7617
1.59,214.536,-74.1523
1.593,214.052,-73.6097
1.596,213.66,-73.1609
1.599,213.384,-72.8308
1.602,213.244,-72.6397
1.605,213.254,-72.601
1.608,213.419,-72.7195
1.611,213.733,-70.8622
1.614,214.183,-71.2808
1.617,214.749,-71.8181
1.62,215.404,-72.4473
1.623,216.117,-73.1387
1.626,216.86,-73.862
1.629,217.604,-74.5887
1.632,218.323,-75.2939
1.635,218.998,-75.9567
1.638,219.611,-76.5611
1.641,220.154,-77.0956
1.644,220.616,-77.5528
1.647,220.996,-77.9287
1.65,191.227,-78.2481
1.653,191.493,-78.538
1.656,191.702,-78.7996
1.659,191.853,-79.0338
1.662,191.95,-79.2419
1.665,191.992,-79.4254
1.668,191.981,-79.5852
1.671,191.918,-79.7227
1.674,191.804,-79.8385
1.677,191.641,-79.9335
1.68,191.43,-80.0083
1.683,191.173,-80.063
1.686,190.873,-80.0978
1.689,190.531,-79.9549
1.692,190.15,-79.9563
1.695,189.736,-79.9373
1.698,189.291,-79.8974
1.701,188.822,-79.8365
1.704,188.336,-77.7153
1.707,187.839,-77.5559
1.71,187.342,-77.3906
1.713,186.852,-77.2219
1.716,186.38,-77.0524
1.719,185.937,-77.5355
1.722,185.532,-77.4007
1.725,185.177,-77.2744
1.728,184.879,-77.1595
1.731,184.648,-77.0588
1.734,184.489,-76.9748
1.737,184.407,-76.9101
1.74,184.405,-76.7451
1.743,184.481,-76.7214
1.746,184.634,-76.7221
1.749,184.859,-76.7478
1.752,185.15,-76.7986
1.755,185.499,-76.8741
1.758,185.897,-76.9731
1.761,186.334,-77.0939
1.764,186.802,-77.2345
1.767,187.29,-77.3923
1.77,187.79,-77.5643
1.773,188.293,-77.7476
1.776,188.791,-77.9389
