-1.05,0,0,1.05,0,0,-0.001672,nan,nan,0.001672,nan,nan,0
-1.05001,nan,nan,1.05001,nan,nan,-0.00501591,nan,nan,0.00501591,nan,nan,0.003
-1.05003,nan,nan,1.05003,nan,nan,-0.0083596,nan,nan,0.0083596,nan,nan,0.006
-1.05006,nan,nan,1.05006,nan,nan,-0.0117029,nan,nan,0.0117029,nan,nan,0.009
-1.0501,nan,nan,1.0501,nan,nan,-0.0150457,nan,nan,0.0150457,nan,nan,0.012
-1.05015,nan,nan,1.05015,nan,nan,-0.0183877,nan,nan,0.0183877,nan,nan,0.015
-1.05021,nan,nan,1.05021,nan,nan,-0.0217289,nan,nan,0.0217289,nan,nan,0.018
-1.05028,nan,nan,1.05028,nan,nan,-0.0250692,nan,nan,0.0250692,nan,nan,0.021
-1.05036,nan,nan,1.05036,nan,nan,-0.0284082,nan,nan,0.0284082,nan,nan,0.024
-1.05045,nan,nan,1.05045,nan,nan,-0.031746,nan,nan,0.031746,nan,nan,0.027
-1.05055,nan,nan,1.05055,nan,nan,-0.0350822,nan,nan,0.0350822,nan,nan,0.03
-1.05066,nan,nan,1.05066,nan,nan,-0.0384169,nan,nan,0.0384169,nan,nan,0.033
-1.05078,nan,nan,1.05078,nan,nan,-0.0417498,nan,nan,0.0417498,nan,nan,0.036
-1.05091,nan,nan,1.05091,nan,nan,-0.0450808,nan,nan,0.0450808,nan,nan,0.039
-1.05105,nan,nan,1.05105,nan,nan,-0.0484097,nan,nan,0.0484097,nan,nan,0.042
-1.0512,nan,nan,1.0512,nan,nan,-0.0517364,nan,nan,0.0517364,nan,nan,0.045
-1.05136,nan,nan,1.05136,nan,nan,-0.0550606,nan,nan,0.0550606,nan,nan,0.048
-1.05153,nan,nan,1.05153,nan,nan,-0.0583824,nan,nan,0.0583824,nan,nan,0.051
-1.05171,nan,nan,1.05171,nan,nan,-0.0617015,nan,nan,0.0617015,nan,nan,0.054
-1.0519,nan,nan,1.0519,nan,nan,-0.0650177,nan,nan,0.0650177,nan,nan,0.057
-1.0521,nan,nan,1.0521,nan,nan,-0.0683309,nan,nan,0.0683309,nan,nan,0.06
-1.05231,nan,nan,1.05231,nan,nan,-0.071641,nan,nan,0.071641,nan,nan,0.063
-1.05253,nan,nan,1.05253,nan,nan,-0.0749479,nan,nan,0.0749479,nan,nan,0.066
-1.05276,nan,nan,1.05276,nan,nan,-0.0782512,nan,nan,0.0782512,nan,nan,0.069
-1.053,nan,nan,1.053,nan,nan,-0.081551,nan,nan,0.081551,nan,nan,0.072
-1.05325,nan,nan,1.05325,nan,nan,-0.0848471,nan,nan,0.0848471,nan,nan,0.075
-1.05351,nan,nan,1.05351,nan,nan,-0.0881392,nan,nan,0.0881392,nan,nan,0.078
-1.05378,nan,nan,1.05378,nan,nan,-0.0914274,nan,nan,0.0914274,nan,nan,0.081
-1.05406,nan,nan,1.05406,nan,nan,-0.0947113,nan,nan,0.0947113,nan,nan,0.084
-1.05435,nan,nan,1.05435,nan,nan,-0.0979909,nan,nan,0.0979909,nan,nan,0.087
-1.05465,nan,nan,1.05465,nan,nan,-0.101266,nan,nan,0.101266,nan,nan,0.09
-1.05496,nan,nan,1.05496,nan,nan,-0.104537,nan,nan,0.104537,nan,nan,0.093
-1.05528,nan,nan,1.05528,nan,nan,-0.107802,nan,nan,0.107802,nan,nan,0.096
-1.0556,nan,nan,1.0556,nan,nan,-0.111063,nan,nan,0.111063,nan,nan,0.099
-1.05594,nan,nan,1.05594,nan,nan,-0.114319,nan,nan,0.114319,nan,nan,0.102
-1.05629,nan,nan,1.05629,nan,nan,-0.117569,nan,nan,0.117569,nan,nan,0.105
-1.05665,nan,nan,1.05665,nan,nan,-0.120815,nan,nan,0.120815,nan,nan,0.108
-1.05701,nan,nan,1.05701,nan,nan,-0.124054,nan,nan,0.124054,nan,nan,0.111
-1.05739,nan,nan,1.05739,nan,nan,-0.127288,nan,nan,0.127288,nan,nan,0.114
-1.05778,nan,nan,1.05778,nan,nan,-0.130517,nan,nan,0.130517,nan,nan,0.117
-1.05817,nan,nan,1.05817,nan,nan,-0.133739,nan,nan,0.133739,nan,nan,0.12
-1.05858,nan,nan,1.05858,nan,nan,-0.136955,nan,nan,0.136955,nan,nan,0.123
-1.059,nan,nan,1.059,nan,nan,-0.140165,nan,nan,0.140165,nan,nan,0.126
-1.05942,nan,nan,1.05942,nan,nan,-0.143369,nan,nan,0.143369,nan,nan,0.129
-1.05986,nan,nan,1.05986,nan,nan,-0.146567,nan,nan,0.146567,nan,nan,0.132
-1.0603,nan,nan,1.0603,nan,nan,-0.149757,nan,nan,0.149757,nan,nan,0.135
-1.06076,nan,nan,1.06076,nan,nan,-0.152941,nan,nan,0.152941,nan,nan,0.138
-1.06122,nan,nan,1.06122,nan,nan,-0.156118,nan,nan,0.156118,nan,nan,0.141
-1.06169,nan,nan,1.06169,nan,nan,-0.159288,nan,nan,0.159288,nan,nan,0.144
-1.06217,nan,nan,1.06217,nan,nan,-0.162451,nan,nan,0.162451,nan,nan,0.147
-1.06267,nan,nan,1.06267,nan,nan,-0.165607,nan,nan,0.165607,nan,nan,0.15
-1.06317,nan,nan,1.06317,nan,nan,-0.168755,nan,nan,0.168755,nan,nan,0.153
-1.06368,nan,nan,1.06368,nan,nan,-0.171896,nan,nan,0.171896,nan,nan,0.156
-1.0642,nan,nan,1.0642,nan,nan,-0.175029,nan,nan,0.175029,nan,nan,0.159
-1.06473,nan,nan,1.06473,nan,nan,-0.178154,nan,nan,0.178154,nan,nan,0.162
-1.06527,nan,nan,1.06527,nan,nan,-0.181271,nan,nan,0.181271,nan,nan,0.165
-1.06582,nan,nan,1.06582,nan,nan,-0.184381,nan,nan,0.184381,nan,nan,0.168
-1.06637,nan,nan,1.06637,nan,nan,-0.187482,nan,nan,0.187482,nan,nan,0.171
-1.06694,nan,nan,1.06694,nan,nan,-0.190574,nan,nan,0.190574,nan,nan,0.174
-1.06752,nan,nan,1.06752,nan,nan,-0.193659,nan,nan,0.193659,nan,nan,0.177
-1.0681,nan,nan,1.0681,nan,nan,-0.196734,nan,nan,0.196734,nan,nan,0.18
-1.0687,nan,nan,1.0687,nan,nan,-0.199802,nan,nan,0.199802,nan,nan,0.183
-1.0693,nan,nan,1.0693,nan,nan,-0.20286,nan,nan,0.20286,nan,nan,0.186
-1.06992,nan,nan,1.06992,nan,nan,-0.205909,nan,nan,0.205909,nan,nan,0.189
-1.07054,nan,nan,1.07054,nan,nan,-0.20895,nan,nan,0.20895,nan,nan,0.192
-1.07117,nan,nan,1.07117,nan,nan,-0.211981,nan,nan,0.211981,nan,nan,0.195
-1.07181,nan,nan,1.07181,nan,nan,-0.215003,nan,nan,0.215003,nan,nan,0.198
-1.07246,nan,nan,1.07246,nan,nan,-0.218015,nan,nan,0.218015,nan,nan,0.201
-1.07312,nan,nan,1.07312,nan,nan,-0.221019,nan,nan,0.221019,nan,nan,0.204
-1.07379,nan,nan,1.07379,nan,nan,-0.224012,nan,nan,0.224012,nan,nan,0.207
-1.07446,nan,nan,1.07446,nan,nan,-0.226996,nan,nan,0.226996,nan,nan,0.21
-1.07515,nan,nan,1.07515,nan,nan,-0.22997,nan,nan,0.22997,nan,nan,0.213
-1.07584,nan,nan,1.07584,nan,nan,-0.232934,nan,nan,0.232934,nan,nan,0.216
-1.07655,nan,nan,1.07655,nan,nan,-0.235888,nan,nan,0.235888,nan,nan,0.219
-1.07726,nan,nan,1.07726,nan,nan,-0.238832,nan,nan,0.238832,nan,nan,0.222
-1.07798,nan,nan,1.07798,nan,nan,-0.241766,nan,nan,0.241766,nan,nan,0.225
-1.07871,nan,nan,1.07871,nan,nan,-0.244689,nan,nan,0.244689,nan,nan,0.228
-1.07945,nan,nan,1.07945,nan,nan,-0.247603,nan,nan,0.247603,nan,nan,0.231
-1.08019,nan,nan,1.08019,nan,nan,-0.250505,nan,nan,0.250505,nan,nan,0.234
-1.08095,nan,nan,1.08095,nan,nan,-0.253397,nan,nan,0.253397,nan,nan,0.237
-1.08171,nan,nan,1.08171,nan,nan,-0.256278,nan,nan,0.256278,nan,nan,0.24
-1.08249,nan,nan,1.08249,nan,nan,-0.259148,nan,nan,0.259148,nan,nan,0.243
-1.08327,nan,nan,1.08327,nan,nan,-0.262008,nan,nan,0.262008,nan,nan,0.246
-1.08406,nan,nan,1.08406,nan,nan,-0.264856,nan,nan,0.264856,nan,nan,0.249
-1.08486,nan,nan,1.08486,nan,nan,-0.267694,nan,nan,0.267694,nan,nan,0.252
-1.08567,nan,nan,1.08567,nan,nan,-0.27052,nan,nan,0.27052,nan,nan,0.255
