-0.000448131,-0.747486,-0.749878,-0.749877,-0.748301,-0.742193,0.00375126,-0.000469721,-0.00252477,-0.0034385,-0.00283923,-0.00740464,-0.00328706,-0.000678559,-0.000270932,0.00138486,0.0051524,-0.00123172,0.00445142,-0.00104758,-0.00482896,-0.00173041,0.00614797,-0.0014903,2.25,2.25,2.25,0,0,0,0,0,0,3.32953e-294,3.52563e-294,3.52525e-294,9.56143e-299,3.32953e-294,9.56363e-299,1.74553e+243,7.93062e-311,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0
-0.000896262,-0.744972,-0.749756,-0.749753,-0.746601,-0.734387,0.00750251,-0.000939442,-0.00504954,-0.00687701,-0.00567845,-0.0148093,-0.00657412,-0.00135712,-0.000541864,0.00276973,0.0103048,-0.00246344,0.00890284,-0.00209516,-0.00965791,-0.00346083,0.0122959,-0.0029806,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.003
-0.00134439,-0.742457,-0.749633,-0.74963,-0.744902,-0.72658,0.0112538,-0.00140916,-0.0075743,-0.0103155,-0.00851768,-0.0222139,-0.00986119,-0.00203568,-0.000812796,0.00415459,0.0154572,-0.00369517,0.0133543,-0.00314273,-0.0144869,-0.00519124,0.0184439,-0.0044709,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.006
-0.00179252,-0.739943,-0.749511,-0.749506,-0.743202,-0.718774,0.015005,-0.00187888,-0.0100991,-0.013754,-0.0113569,-0.0296186,-0.0131482,-0.00271423,-0.00108373,0.00553945,0.0206096,-0.00492689,0.0178057,-0.00419031,-0.0193158,-0.00692166,0.0245919,-0.0059612,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.009
-0.00224065,-0.737429,-0.749389,-0.749383,-0.741503,-0.710967,0.0187563,-0.00234861,-0.0126238,-0.0171925,-0.0141961,-0.0370232,-0.0164353,-0.00339279,-0.00135466,0.00692432,0.025762,-0.00615861,0.0222571,-0.00523789,-0.0241448,-0.00865207,0.0307399,-0.00745149,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.012
-0.00268879,-0.734915,-0.749267,-0.749259,-0.739803,-0.703161,0.0225075,-0.00281833,-0.0151486,-0.020631,-0.0170354,-0.0444278,-0.0197224,-0.00407135,-0.00162559,0.00830918,0.0309144,-0.00739033,0.0267085,-0.00628547,-0.0289737,-0.0103825,0.0368878,-0.00894179,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.015
-0.00313692,-0.7324,-0.749144,-0.749136,-0.738104,-0.695354,0.0262588,-0.00328805,-0.0176734,-0.0240695,-0.0198746,-0.0518325,-0.0230094,-0.00474991,-0.00189652,0.00969404,0.0360668,-0.00862206,0.0311599,-0.00733304,-0.0338027,-0.0121129,0.0430358,-0.0104321,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.018
-0.00358505,-0.729886,-0.749022,-0.749012,-0.736404,-0.687548,0.0300101,-0.00375777,-0.0201981,-0.027508,-0.0227138,-0.0592371,-0.0262965,-0.00542847,-0.00216746,0.0110789,0.0412192,-0.00985378,0.0356114,-0.00838062,-0.0386317,-0.0138433,0.0491838,-0.0119224,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.021
-0.00403318,-0.727372,-0.7489,-0.748889,-0.734705,-0.679741,0.0337613,-0.00422749,-0.0227229,-0.0309465,-0.025553,-0.0666418,-0.0295836,-0.00610703,-0.00243839,0.0124638,0.0463716,-0.0110855,0.0400628,-0.0094282,-0.0434606,-0.0155737,0.0553318,-0.0134127,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.024
-0.00448131,-0.724858,-0.748778,-0.748765,-0.733005,-0.671934,0.0375126,-0.00469721,-0.0252477,-0.034385,-0.0283923,-0.0740464,-0.0328706,-0.00678559,-0.00270932,0.0138486,0.051524,-0.0123172,0.0445142,-0.0104758,-0.0482896,-0.0173041,0.0614797,-0.014903,-0.749878,-0.749877,-0.748301,-0.00740464,-0.00328706,-0.000678559,-0.00482896,-0.00173041,0.00614797,0,0,0,9.56363e-299,1.74553e+243,7.93062e-311,1.74553e+243,0,7.93259e-311,9.56364e-299,3.52525e-294,3.52525e-294,2.91234e+257,2.8854e+214,1.74553e+243,0.027
