-0.000448131,3.75251,3.75012,2.25012,3.7517,3.75781,4.50375,3.74953,3.74748,-5.25344,3.74716,3.7426,-3.00329,3.74932,3.74973,-0.748615,3.75515,3.74877,1.50445,3.74895,3.74517,3.74827,3.75615,3.74851,15.75,2.25,15.75,15.75,9,15.75,15.75,15.75,15.75,9.56363e-299,3.52525e-294,9.56364e-299,9.90227e-315,0,4.45123e+267,0,2.03128e-310,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0
-0.000896262,3.75503,3.75024,2.25025,3.7534,3.76561,4.5075,3.74906,3.74495,-5.25688,3.74432,3.73519,-3.00657,3.74864,3.74946,-0.74723,3.7603,3.74754,1.5089,3.7479,3.74034,3.74654,3.7623,3.74702,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.003
-0.00134439,3.75754,3.75037,2.25037,3.7551,3.77342,4.51125,3.74859,3.74243,-5.26032,3.74148,3.72779,-3.00986,3.74796,3.74919,-0.745845,3.76546,3.7463,1.51335,3.74686,3.73551,3.74481,3.76844,3.74553,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.006
-0.00179252,3.76006,3.75049,2.25049,3.7568,3.78123,4.51501,3.74812,3.7399,-5.26375,3.73864,3.72038,-3.01315,3.74729,3.74892,-0.744461,3.77061,3.74507,1.51781,3.74581,3.73068,3.74308,3.77459,3.74404,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.009
-0.00224065,3.76257,3.75061,2.25062,3.7585,3.78903,4.51876,3.74765,3.73738,-5.26719,3.7358,3.71298,-3.01644,3.74661,3.74865,-0.743076,3.77576,3.74384,1.52226,3.74476,3.72586,3.74135,3.78074,3.74255,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.012
-0.00268879,3.76509,3.75073,2.25074,3.7602,3.79684,4.52251,3.74718,3.73485,-5.27063,3.73296,3.70557,-3.01972,3.74593,3.74837,-0.741691,3.78091,3.74261,1.52671,3.74371,3.72103,3.73962,3.78689,3.74106,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.015
-0.00313692,3.7676,3.75086,2.25086,3.7619,3.80465,4.52626,3.74671,3.73233,-5.27407,3.73013,3.69817,-3.02301,3.74525,3.7481,-0.740306,3.78607,3.74138,1.53116,3.74267,3.7162,3.73789,3.79304,3.73957,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.018
-0.00358505,3.77011,3.75098,2.25099,3.7636,3.81245,4.53001,3.74624,3.7298,-5.27751,3.72729,3.69076,-3.0263,3.74457,3.74783,-0.738921,3.79122,3.74015,1.53561,3.74162,3.71137,3.73616,3.79918,3.73808,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.021
-0.00403318,3.77263,3.7511,2.25111,3.7653,3.82026,4.53376,3.74577,3.72728,-5.28095,3.72445,3.68336,-3.02958,3.74389,3.74756,-0.737536,3.79637,3.73891,1.54006,3.74057,3.70654,3.73443,3.80533,3.73659,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.024
-0.00448131,3.77514,3.75122,2.25123,3.76699,3.82807,4.53751,3.7453,3.72475,-5.28439,3.72161,3.67595,-3.03287,3.74321,3.74729,-0.736151,3.80152,3.73768,1.54451,3.73952,3.70171,3.7327,3.81148,3.7351,3.75012,2.25012,3.7517,3.7426,-3.00329,3.74932,3.74517,3.74827,3.75615,15.75,15.75,15.75,4.45123e+267,0,2.03128e-310,0,0,2.03192e-310,6.2277e-320,3.82028e-270,2.65674e-311,0,0,0,0.027
