0.502824,0.0019799,0,-0.499996,-0.00141421,0,0.894868,-0.00141421,0,1.41021,
0.505641,0.00395977,0,-0.499984,-0.0028284,0,0.893735,-0.0028284,0,1.40619,
0.508449,0.00593959,0,-0.499964,-0.00424253,0,0.8926,-0.00424253,0,1.40216,
0.511249,0.00791932,0,-0.499936,-0.00565658,0,0.891464,-0.00565658,0,1.39812,
0.514042,0.00989895,0,-0.4999,-0.00707052,0,0.890327,-0.00707052,0,1.39407,
0.516826,0.0118784,0,-0.499855,-0.00848433,0,0.889189,-0.00848433,0,1.39001,
0.519602,0.0138578,0,-0.499803,-0.00989797,0,0.88805,-0.00989797,0,1.38594,
0.52237,0.0158369,0,-0.499742,-0.0113114,0,0.88691,-0.0113114,0,1.38186,
0.525129,0.0178158,0,-0.499673,-0.0127247,0,0.88577,-0.0127247,0,1.37776,
0.527881,0.0197945,0,-0.499596,-0.0141377,0,0.884628,-0.0141377,0,1.37366,
0.530624,0.0217729,0,-0.499511,-0.0155504,0,0.883486,-0.0155504,0,1.36954,
0.533359,0.023751,0,-0.499418,-0.0169628,0,0.882343,-0.0169628,0,1.36542,
0.536085,0.0257288,0,-0.499316,-0.0183749,0,0.8812,-0.0183749,0,1.36128,
0.538804,0.0277062,0,-0.499206,-0.0197866,0,0.880056,-0.0197866,0,1.35713,
0.541514,0.0296833,0,-0.499088,-0.021198,0,0.878912,-0.021198,0,1.35298,
0.544216,0.0316599,0,-0.498961,-0.022609,0,0.877768,-0.022609,0,1.34881,
0.546909,0.0336361,0,-0.498826,-0.0240195,0,0.876623,-0.0240195,0,1.34463,
0.549594,0.0356119,0,-0.498683,-0.0254295,0,0.875478,-0.0254295,0,1.34044,
0.552271,0.0375871,0,-0.498531,-0.0268391,0,0.874333,-0.0268391,0,1.33625,
0.554939,0.0395619,0,-0.498371,-0.0282482,0,0.873188,-0.0282482,0,1.33204,
0.557599,0.0415361,0,-0.498202,-0.0296567,0,0.872043,-0.0296567,0,1.32782,
0.560251,0.0435097,0,-0.498025,-0.0310646,0,0.870898,-0.0310646,0,1.32359,
0.562894,0.0454827,0,-0.49784,-0.032472,0,0.869754,-0.032472,0,1.31935,
0.565528,0.0474552,0,-0.497646,-0.0338787,0,0.868609,-0.0338787,0,1.31511,
0.568154,0.0494269,0,-0.497443,-0.0352848,0,0.867466,-0.0352848,0,1.31085,
0.570771,0.051398,0,-0.497232,-0.0366902,0,0.866322,-0.0366902,0,1.30658,
0.57338,0.0533684,0,-0.497013,-0.0380949,0,0.865179,-0.0380949,0,1.3023,
0.575981,0.055338,0,-0.496785,-0.0394988,0,0.864036,-0.0394988,0,1.29802,
0.578572,0.0573069,0,-0.496548,-0.040902,0,0.862895,-0.040902,0,1.29372,
0.581155,0.059275,0,-0.496303,-0.0423044,0,0.861753,-0.0423044,0,1.28942,
0.58373,0.0612423,0,-0.496049,-0.043706,0,0.860613,-0.043706,0,1.2851,
0.586296,0.0632087,0,-0.495786,-0.0451068,0,0.859473,-0.0451068,0,1.28078,
0.588853,0.0651743,0,-0.495515,-0.0465067,0,0.858335,-0.0465067,0,1.27645,
0.591402,0.067139,0,-0.495235,-0.0479057,0,0.857197,-0.0479057,0,1.2721,
0.593942,0.0691028,0,-0.494947,-0.0493038,0,0.856061,-0.0493038,0,1.26775,
0.596473,0.0710656,0,-0.494649,-0.0507009,0,0.854925,-0.0507009,0,1.26339,
0.598995,0.0730275,0,-0.494343,-0.0520971,0,0.853791,-0.0520971,0,1.25902,
0.601509,0.0749883,0,-0.494029,-0.0534923,0,0.852658,-0.0534923,0,1.25465,
0.604014,0.0769481,0,-0.493705,-0.0548864,0,0.851527,-0.0548864,0,1.25026,
